"SkillDir","RefFile","RefPath","RefSize","RefDesc","Status","SelfRef","PromptRef","PromptFiles","SiblingRef","SiblingFiles","CommonRef","CommonFiles","IsStale","MissingRefsSec"
"异能志怪\skills\异能志怪-平台签约评估框架","qidian-signing-report-template.md","异能志怪\skills\异能志怪-平台签约评估框架\references\qidian-signing-report-template.md","1412","起点签约概率评估报告模板补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-平台签约评估框架","qidian-signing-rubric.md","异能志怪\skills\异能志怪-平台签约评估框架\references\qidian-signing-rubric.md","12940","起点男频签约概率评估维度与权重（都市异能 / 志怪专用）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-平台签约评估框架","urban-weird-qidian-fit-checklist.md","异能志怪\skills\异能志怪-平台签约评估框架\references\urban-weird-qidian-fit-checklist.md","7598","都市异能 / 志怪在起点男频的适配清单","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-强化章节开头","控制卡到章首强化映射清单.md","异能志怪\skills\异能志怪-强化章节开头\references\控制卡到章首强化映射清单.md","457","控制卡到章首强化映射清单","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-强化章节开头","题材边界与入口说明.md","异能志怪\skills\异能志怪-强化章节开头\references\题材边界与入口说明.md","615","题材边界与兼容说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-强化章末钩子","控制卡到章末钩子映射清单.md","异能志怪\skills\异能志怪-强化章末钩子\references\控制卡到章末钩子映射清单.md","484","控制卡到章末钩子映射清单","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-强化章末钩子","题材章末钩子补充规则.md","异能志怪\skills\异能志怪-强化章末钩子\references\题材章末钩子补充规则.md","453","题材章末钩子补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","角色声口与连载节奏保护.md","异能志怪\skills\异能志怪-去AI味重写\references\角色声口与连载节奏保护.md","2211","角色声口与连载节奏保护","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","控制卡正文润色审阅到去AI味桥接清单.md","异能志怪\skills\异能志怪-去AI味重写\references\控制卡正文润色审阅到去AI味桥接清单.md","574","控制卡 / 正文润色 / 审阅 到 去AI味桥接清单","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","题材边界与入口说明.md","异能志怪\skills\异能志怪-去AI味重写\references\题材边界与入口说明.md","1690","题材边界与兼容说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","de-ai-revision-card-template.md","异能志怪\skills\异能志怪-去AI味重写\references\de-ai-revision-card-template.md","636","去 AI 味执行卡补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","de-ai-urban-weird-checklist.md","异能志怪\skills\异能志怪-去AI味重写\references\de-ai-urban-weird-checklist.md","786","都市志怪去 AI 味检查表","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","line-level-rewrite-actions.md","异能志怪\skills\异能志怪-去AI味重写\references\line-level-rewrite-actions.md","823","句级修订动作表","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","migrated-authenticity-rules.md","异能志怪\skills\异能志怪-去AI味重写\references\migrated-authenticity-rules.md","6325","都市志怪去 AI 味保真规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-去AI味重写","profession-and-rule-term-preservation.md","异能志怪\skills\异能志怪-去AI味重写\references\profession-and-rule-term-preservation.md","2358","职业感与规则术语保留指南","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-润色作者有话说","题材边界与入口说明.md","异能志怪\skills\异能志怪-润色作者有话说\references\题材边界与入口说明.md","1074","题材边界与兼容说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-润色作者有话说","章节闭环读者侧接入说明.md","异能志怪\skills\异能志怪-润色作者有话说\references\章节闭环读者侧接入说明.md","1001","章节闭环读者侧接入说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计标题","各平台题材化书名补丁.md","异能志怪\skills\异能志怪-设计标题\references\各平台题材化书名补丁.md","6449","各平台题材化书名补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计标题","题材书名补充规则.md","异能志怪\skills\异能志怪-设计标题\references\题材书名补充规则.md","2015","题材书名补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计分卷大纲","卷级追读链与标题口径.md","异能志怪\skills\异能志怪-设计分卷大纲\references\卷级追读链与标题口径.md","4841","卷级追读链与标题口径","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计分卷大纲","题材分卷补充规则.md","异能志怪\skills\异能志怪-设计分卷大纲\references\题材分卷补充规则.md","2445","题材分卷补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计分卷大纲","migrated-part-volume-outline-rules.md","异能志怪\skills\异能志怪-设计分卷大纲\references\migrated-part-volume-outline-rules.md","13050","从 `设计大纲.prompt.md` 迁移的分部 / 分卷专属原文（保真副本）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计封面生图提示词","平台化题材视觉策略.md","异能志怪\skills\异能志怪-设计封面生图提示词\references\平台化题材视觉策略.md","5462","平台化题材视觉策略","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计封面生图提示词","题材封面补充规则.md","异能志怪\skills\异能志怪-设计封面生图提示词\references\题材封面补充规则.md","1240","题材封面补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计故事面","冷门职业规则代价与旧案供血.md","异能志怪\skills\异能志怪-设计故事面\references\冷门职业规则代价与旧案供血.md","545","冷门职业、规则代价与旧案供血","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计故事面","题材故事面补充规则.md","异能志怪\skills\异能志怪-设计故事面\references\题材故事面补充规则.md","3331","题材故事面补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计故事设定","题材故事设定补充规则.md","异能志怪\skills\异能志怪-设计故事设定\references\题材故事设定补充规则.md","4063","题材故事设定补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计人物传记","题材人物传记补充规则.md","异能志怪\skills\异能志怪-设计人物传记\references\题材人物传记补充规则.md","3034","题材人物传记补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计事件案件引擎","题材边界与入口说明.md","异能志怪\skills\异能志怪-设计事件案件引擎\references\题材边界与入口说明.md","747","题材边界与兼容说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计事件案件引擎","证据链与三时间轴硬口径.md","异能志怪\skills\异能志怪-设计事件案件引擎\references\证据链与三时间轴硬口径.md","4082","证据链与三时间轴硬口径","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计题材定位框架","都市异术超能定位与项目裁判源.md","异能志怪\skills\异能志怪-设计题材定位框架\references\都市异术超能定位与项目裁判源.md","3662","都市异术超能定位与项目裁判源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计题材定位框架","题材边界与入口说明.md","异能志怪\skills\异能志怪-设计题材定位框架\references\题材边界与入口说明.md","726","题材边界与兼容说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计线索伏笔与回收台账","题材台账补充规则.md","异能志怪\skills\异能志怪-设计线索伏笔与回收台账\references\题材台账补充规则.md","1273","题材台账补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计总大纲","题材总纲补充规则.md","异能志怪\skills\异能志怪-设计总大纲\references\题材总纲补充规则.md","4131","题材总纲补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-设计总大纲","migrated-total-outline-rules.md","异能志怪\skills\异能志怪-设计总大纲\references\migrated-total-outline-rules.md","13007","从 `设计大纲.prompt.md` 迁移的总纲专属原文（保真副本）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅分卷大纲","题材分卷审阅补充规则.md","异能志怪\skills\异能志怪-审阅分卷大纲\references\题材分卷审阅补充规则.md","1470","题材分卷审阅补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅分卷大纲","题材分卷审阅模板补充.md","异能志怪\skills\异能志怪-审阅分卷大纲\references\题材分卷审阅模板补充.md","5375","题材分卷审阅模板补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅故事设定","题材技术审阅模板补充.md","异能志怪\skills\异能志怪-审阅故事设定\references\题材技术审阅模板补充.md","9673","题材技术审阅模板补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅人物传记","题材人物审阅模板补充.md","异能志怪\skills\异能志怪-审阅人物传记\references\题材人物审阅模板补充.md","8799","题材人物审阅模板补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","本Skill核心任务.md","异能志怪\skills\异能志怪-审阅章节正文\references\本Skill核心任务.md","759","(无标题)","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","控制卡与正文执行偏差检查清单.md","异能志怪\skills\异能志怪-审阅章节正文\references\控制卡与正文执行偏差检查清单.md","693","控制卡与正文执行偏差检查清单","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","审阅输出实际目标.md","异能志怪\skills\异能志怪-审阅章节正文\references\审阅输出实际目标.md","478","(无标题)","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","题材边界与入口说明.md","异能志怪\skills\异能志怪-审阅章节正文\references\题材边界与入口说明.md","577","题材边界与兼容说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","题材章节正文审阅模板补充.md","异能志怪\skills\异能志怪-审阅章节正文\references\题材章节正文审阅模板补充.md","5989","题材章节正文审阅模板补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","正文审阅到回炉分流表.md","异能志怪\skills\异能志怪-审阅章节正文\references\正文审阅到回炉分流表.md","1380","正文审阅到回炉分流表","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","执行顺序.md","异能志怪\skills\异能志怪-审阅章节正文\references\执行顺序.md","705","(无标题)","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","execution-failure-remedies.md","异能志怪\skills\异能志怪-审阅章节正文\references\execution-failure-remedies.md","584","常见工伤与补丁动作表","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","execution-scoring-rubric.md","异能志怪\skills\异能志怪-审阅章节正文\references\execution-scoring-rubric.md","683","执行层评分尺","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","issue-severity-matrix.md","异能志怪\skills\异能志怪-审阅章节正文\references\issue-severity-matrix.md","5202","问题分级判定表","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅章节正文","migrated-chapter-execution-review-rules.md","异能志怪\skills\异能志怪-审阅章节正文\references\migrated-chapter-execution-review-rules.md","5933","章节执行层审阅保真规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅总大纲","题材总纲审阅补充规则.md","异能志怪\skills\异能志怪-审阅总大纲\references\题材总纲审阅补充规则.md","1924","题材总纲审阅补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-审阅总大纲","题材总纲审阅模板补充.md","异能志怪\skills\异能志怪-审阅总大纲\references\题材总纲审阅模板补充.md","5778","题材总纲审阅模板补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-生成章节控制卡","卷纲到控制卡映射清单.md","异能志怪\skills\异能志怪-生成章节控制卡\references\卷纲到控制卡映射清单.md","1498","卷纲到控制卡映射清单","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-生成章节控制卡","卷首中段卷尾分型模板卡.md","异能志怪\skills\异能志怪-生成章节控制卡\references\卷首中段卷尾分型模板卡.md","461","分型模板卡补充（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-生成章节控制卡","题材控制卡补充规则.md","异能志怪\skills\异能志怪-生成章节控制卡\references\题材控制卡补充规则.md","1483","题材控制卡补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-生成章节控制卡","题材控制卡可复制模板.md","异能志怪\skills\异能志怪-生成章节控制卡\references\题材控制卡可复制模板.md","660","控制卡补充模板（异能志怪）","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出百度百家号版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出百度百家号版\references\分节级补救映射与详细规则回填.md","911","异能志怪-输出百度百家号版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出百度百家号版","题材边界与来源.md","异能志怪\skills\异能志怪-输出百度百家号版\references\题材边界与来源.md","685","异能志怪-输出百度百家号版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出百度百家号版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出百度百家号版\references\执行细则与题材补丁.md","1189","异能志怪-输出百度百家号版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出出版社版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出出版社版\references\分节级补救映射与详细规则回填.md","1033","异能志怪-输出出版社版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出出版社版","题材边界与来源.md","异能志怪\skills\异能志怪-输出出版社版\references\题材边界与来源.md","718","异能志怪-输出出版社版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出出版社版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出出版社版\references\执行细则与题材补丁.md","2577","异能志怪-输出出版社版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出豆瓣版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出豆瓣版\references\分节级补救映射与详细规则回填.md","1024","异能志怪-输出豆瓣版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出豆瓣版","题材边界与来源.md","异能志怪\skills\异能志怪-输出豆瓣版\references\题材边界与来源.md","691","异能志怪-输出豆瓣版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出豆瓣版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出豆瓣版\references\执行细则与题材补丁.md","2924","异能志怪-输出豆瓣版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出番茄版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出番茄版\references\分节级补救映射与详细规则回填.md","1809","异能志怪-输出番茄版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出番茄版","题材边界与来源.md","异能志怪\skills\异能志怪-输出番茄版\references\题材边界与来源.md","1381","异能志怪-输出番茄版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出番茄版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出番茄版\references\执行细则与题材补丁.md","12207","异能志怪-输出番茄版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出七猫版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出七猫版\references\分节级补救映射与详细规则回填.md","1359","异能志怪-输出七猫版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出七猫版","题材边界与来源.md","异能志怪\skills\异能志怪-输出七猫版\references\题材边界与来源.md","1283","异能志怪-输出七猫版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出七猫版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出七猫版\references\执行细则与题材补丁.md","3496","异能志怪-输出七猫版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出微信订阅号版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出微信订阅号版\references\分节级补救映射与详细规则回填.md","1026","异能志怪-输出微信订阅号版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出微信订阅号版","题材边界与来源.md","异能志怪\skills\异能志怪-输出微信订阅号版\references\题材边界与来源.md","691","异能志怪-输出微信订阅号版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出微信订阅号版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出微信订阅号版\references\执行细则与题材补丁.md","1432","异能志怪-输出微信订阅号版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出小红书版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出小红书版\references\分节级补救映射与详细规则回填.md","902","异能志怪-输出小红书版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出小红书版","题材边界与来源.md","异能志怪\skills\异能志怪-输出小红书版\references\题材边界与来源.md","670","异能志怪-输出小红书版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出小红书版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出小红书版\references\执行细则与题材补丁.md","1581","异能志怪-输出小红书版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出新浪微博版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出新浪微博版\references\分节级补救映射与详细规则回填.md","887","异能志怪-输出新浪微博版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出新浪微博版","题材边界与来源.md","异能志怪\skills\异能志怪-输出新浪微博版\references\题材边界与来源.md","655","异能志怪-输出新浪微博版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出新浪微博版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出新浪微博版\references\执行细则与题材补丁.md","1534","异能志怪-输出新浪微博版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出知乎版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出知乎版\references\分节级补救映射与详细规则回填.md","1144","异能志怪-输出知乎版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出知乎版","题材边界与来源.md","异能志怪\skills\异能志怪-输出知乎版\references\题材边界与来源.md","671","异能志怪-输出知乎版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出知乎版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出知乎版\references\执行细则与题材补丁.md","3752","异能志怪-输出知乎版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出B站版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出B站版\references\分节级补救映射与详细规则回填.md","864","异能志怪-输出B站版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出B站版","题材边界与来源.md","异能志怪\skills\异能志怪-输出B站版\references\题材边界与来源.md","675","异能志怪-输出B站版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出B站版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出B站版\references\执行细则与题材补丁.md","1182","异能志怪-输出B站版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出GoodNovel版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出GoodNovel版\references\分节级补救映射与详细规则回填.md","1422","异能志怪-输出GoodNovel版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出GoodNovel版","题材边界与来源.md","异能志怪\skills\异能志怪-输出GoodNovel版\references\题材边界与来源.md","1391","异能志怪-输出GoodNovel版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出GoodNovel版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出GoodNovel版\references\执行细则与题材补丁.md","3107","异能志怪-输出GoodNovel版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出My Fiction版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出My Fiction版\references\分节级补救映射与详细规则回填.md","931","异能志怪-输出My Fiction版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出My Fiction版","题材边界与来源.md","异能志怪\skills\异能志怪-输出My Fiction版\references\题材边界与来源.md","713","异能志怪-输出My Fiction版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出My Fiction版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出My Fiction版\references\执行细则与题材补丁.md","10113","异能志怪 × MyFiction 补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出WebNovel版","分节级补救映射与详细规则回填.md","异能志怪\skills\异能志怪-输出WebNovel版\references\分节级补救映射与详细规则回填.md","1597","异能志怪-输出WebNovel版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"异能志怪\skills\异能志怪-输出WebNovel版","题材边界与来源.md","异能志怪\skills\异能志怪-输出WebNovel版\references\题材边界与来源.md","1397","异能志怪-输出WebNovel版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-输出WebNovel版","执行细则与题材补丁.md","异能志怪\skills\异能志怪-输出WebNovel版\references\执行细则与题材补丁.md","4634","异能志怪-输出WebNovel版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-章节创作闭环","读者侧产物接入说明.md","异能志怪\skills\异能志怪-章节创作闭环\references\读者侧产物接入说明.md","809","读者侧产物接入说明","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-章节创作闭环","题材章节创作闭环补充规则.md","异能志怪\skills\异能志怪-章节创作闭环\references\题材章节创作闭环补充规则.md","4153","题材章节创作闭环补充规则","ok","True","False","","False","","False","","False","True"
"异能志怪\skills\异能志怪-正文润色","控制卡与正文偏差检查清单.md","异能志怪\skills\异能志怪-正文润色\references\控制卡与正文偏差检查清单.md","526","控制卡与正文偏差检查清单","ok","True","False","","False","","False","","False","False"
